Wateryear,Month,Date,NDOI,WYindex,WYtype
2016,9,9/14/2016,8507,7.1,Below Normal
2016,9,9/15/2016,7181,7.1,Below Normal
2016,9,9/16/2016,6064,7.1,Below Normal
2016,9,9/17/2016,5399,7.1,Below Normal
2016,9,9/18/2016,5124,7.1,Below Normal
2016,9,9/19/2016,4308,7.1,Below Normal
2016,9,9/20/2016,3825,7.1,Below Normal
2016,9,9/21/2016,3511,7.1,Below Normal
2016,9,9/22/2016,4265,7.1,Below Normal
2016,9,9/23/2016,4274,7.1,Below Normal
2016,9,9/24/2016,3954,7.1,Below Normal
2016,9,9/25/2016,3427,7.1,Below Normal
2016,9,9/26/2016,3581,7.1,Below Normal
2016,9,9/27/2016,4320,7.1,Below Normal
2016,9,9/28/2016,3911,7.1,Below Normal
2016,9,9/29/2016,4526,7.1,Below Normal
2016,10,10/1/2015,6437,7.1,Below Normal
2016,10,10/3/2015,5980,7.1,Below Normal
2017,10,10/1/2016,4749,14.9,Wet
2017,10,10/3/2016,5270,14.9,Wet
2017,10,10/4/2016,5193,14.9,Wet
2017,10,10/5/2016,4953,14.9,Wet
2017,10,10/6/2016,4604,14.9,Wet
2017,10,10/7/2016,4182,14.9,Wet
2017,10,10/8/2016,3753,14.9,Wet
2017,10,10/9/2016,3473,14.9,Wet
2017,10,10/10/2016,3980,14.9,Wet
2017,10,10/11/2016,4474,14.9,Wet
2017,10,10/12/2016,4658,14.9,Wet
2017,10,10/13/2016,4569,14.9,Wet
2017,10,10/14/2016,8077,14.9,Wet
2017,10,10/15/2016,8891,14.9,Wet
2017,10,10/16/2016,17146,14.9,Wet
2017,10,10/17/2016,18813,14.9,Wet
2017,10,10/18/2016,18741,14.9,Wet
2017,10,10/19/2016,14359,14.9,Wet
2017,10,10/20/2016,11488,14.9,Wet
2017,10,10/21/2016,3528,14.9,Wet
2017,10,10/22/2016,2808,14.9,Wet
2017,10,10/23/2016,2588,14.9,Wet
2017,10,10/24/2016,3028,14.9,Wet
2017,10,10/25/2016,3408,14.9,Wet
2017,10,10/26/2016,3952,14.9,Wet
2017,10,10/27/2016,7159,14.9,Wet
2017,10,10/28/2016,11602,14.9,Wet
2017,10,10/29/2016,12927,14.9,Wet
2017,10,10/30/2016,14073,14.9,Wet
2017,10,10/31/2016,14722,14.9,Wet
2017,7,7/1/2017,16639,14.9,Wet
2017,7,7/2/2017,15049,14.9,Wet
2017,7,7/3/2017,13499,14.9,Wet
2017,7,7/4/2017,12370,14.9,Wet
2017,7,7/5/2017,11567,14.9,Wet
2017,7,7/6/2017,16647,14.9,Wet
2017,7,7/7/2017,17160,14.9,Wet
2017,7,7/8/2017,13686,14.9,Wet
2017,7,7/9/2017,8723,14.9,Wet
2017,7,7/10/2017,8298,14.9,Wet
2017,7,7/11/2017,8169,14.9,Wet
2017,7,7/12/2017,7192,14.9,Wet
2017,7,7/13/2017,6846,14.9,Wet
2017,7,7/14/2017,6867,14.9,Wet
2017,7,7/15/2017,7493,14.9,Wet
2017,7,7/16/2017,8118,14.9,Wet
2017,7,7/17/2017,7389,14.9,Wet
2017,7,7/18/2017,7004,14.9,Wet
2017,7,7/19/2017,6973,14.9,Wet
2017,7,7/20/2017,6749,14.9,Wet
2017,7,7/21/2017,7003,14.9,Wet
2017,7,7/22/2017,7191,14.9,Wet
2017,7,7/23/2017,8294,14.9,Wet
2017,7,7/24/2017,8671,14.9,Wet
2017,7,7/25/2017,8919,14.9,Wet
2017,7,7/26/2017,8550,14.9,Wet
2017,7,7/27/2017,8507,14.9,Wet
2017,7,7/28/2017,8738,14.9,Wet
2017,7,7/29/2017,8985,14.9,Wet
2017,7,7/30/2017,9295,14.9,Wet
2017,7,7/31/2017,8597,14.9,Wet
2017,8,8/1/2017,8132,14.9,Wet
2017,8,8/2/2017,8149,14.9,Wet
2017,8,8/3/2017,8294,14.9,Wet
2017,8,8/4/2017,8319,14.9,Wet
2017,8,8/5/2017,8239,14.9,Wet
2017,8,8/6/2017,8857,14.9,Wet
2017,8,8/7/2017,9388,14.9,Wet
2017,8,8/8/2017,9278,14.9,Wet
2017,8,8/9/2017,9302,14.9,Wet
2017,8,8/10/2017,9601,14.9,Wet
2017,8,8/11/2017,10019,14.9,Wet
2017,8,8/12/2017,9885,14.9,Wet
2017,8,8/13/2017,10539,14.9,Wet
2017,8,8/14/2017,9843,14.9,Wet
2017,8,8/15/2017,9839,14.9,Wet
2017,8,8/16/2017,9975,14.9,Wet
2017,8,8/17/2017,10107,14.9,Wet
2017,8,8/18/2017,10282,14.9,Wet
2017,8,8/19/2017,10424,14.9,Wet
2017,8,8/20/2017,10733,14.9,Wet
2017,8,8/21/2017,11013,14.9,Wet
2017,8,8/22/2017,11051,14.9,Wet
2017,8,8/23/2017,11155,14.9,Wet
2017,8,8/24/2017,11578,14.9,Wet
2017,8,8/25/2017,11997,14.9,Wet
2017,8,8/26/2017,12317,14.9,Wet
2017,8,8/27/2017,12104,14.9,Wet
2017,8,8/28/2017,11976,14.9,Wet
2017,8,8/29/2017,11732,14.9,Wet
2017,8,8/30/2017,11731,14.9,Wet
2017,8,8/31/2017,11455,14.9,Wet
2017,9,9/1/2017,10906,14.9,Wet
2017,9,9/2/2017,10556,14.9,Wet
2017,9,9/3/2017,12260,14.9,Wet
2017,9,9/4/2017,12232,14.9,Wet
2017,9,9/5/2017,12455,14.9,Wet
2017,9,9/6/2017,12433,14.9,Wet
2017,9,9/7/2017,12711,14.9,Wet
2017,9,9/8/2017,12832,14.9,Wet
2017,9,9/9/2017,13571,14.9,Wet
2017,9,9/10/2017,13983,14.9,Wet
2017,9,9/11/2017,14042,14.9,Wet
2017,9,9/12/2017,13844,14.9,Wet
2017,9,9/13/2017,13772,14.9,Wet
2017,9,9/14/2017,14678,14.9,Wet
2017,9,9/15/2017,14850,14.9,Wet
2017,9,9/16/2017,14489,14.9,Wet
2017,9,9/17/2017,14355,14.9,Wet
2017,9,9/18/2017,14107,14.9,Wet
2017,9,9/19/2017,14607,14.9,Wet
2017,9,9/20/2017,14143,14.9,Wet
2017,9,9/21/2017,13492,14.9,Wet
2017,9,9/22/2017,13644,14.9,Wet
2017,9,9/23/2017,13581,14.9,Wet
2017,9,9/24/2017,13146,14.9,Wet
2017,9,9/25/2017,12620,14.9,Wet
2017,9,9/26/2017,11992,14.9,Wet
2017,9,9/27/2017,11267,14.9,Wet
2017,9,9/28/2017,10538,14.9,Wet
2017,9,9/29/2017,10639,14.9,Wet
2017,9,9/30/2017,10357,14.9,Wet
2017,10,10/2/2016,4895,14.9,Wet
