Year,Station,Analyte,unit,Datetime,Mean,Wytype
2005,National Steel,Temperature,celsius,10/18/2005,17.94791667,Above Normal
2005,National Steel,Temperature,celsius,10/19/2005,17.86979167,Above Normal
2005,National Steel,Temperature,celsius,10/20/2005,17.73645833,Above Normal
2005,National Steel,Temperature,celsius,10/21/2005,17.72291667,Above Normal
2005,National Steel,Temperature,celsius,10/22/2005,17.74583333,Above Normal
2005,National Steel,Temperature,celsius,10/23/2005,17.63854167,Above Normal
2005,National Steel,Temperature,celsius,10/24/2005,17.39270833,Above Normal
2005,National Steel,Temperature,celsius,10/25/2005,17.04583333,Above Normal
2005,National Steel,Temperature,celsius,10/26/2005,16.85104167,Above Normal
2005,National Steel,Temperature,celsius,10/27/2005,16.484375,Above Normal
2005,National Steel,Temperature,celsius,10/28/2005,16.47083333,Above Normal
2005,National Steel,Temperature,celsius,10/29/2005,16.590625,Above Normal
2005,National Steel,Temperature,celsius,10/30/2005,16.55416667,Above Normal
2005,National Steel,Temperature,celsius,10/31/2005,16.528125,Above Normal
2005,National Steel,Salinity,PSU,8/21/2005,3.420081799,Above Normal
2005,National Steel,Salinity,PSU,8/22/2005,3.362759011,Above Normal
2005,National Steel,Salinity,PSU,8/23/2005,3.311746569,Above Normal
2005,National Steel,Salinity,PSU,8/24/2005,3.313149823,Above Normal
2005,National Steel,Salinity,PSU,8/25/2005,3.38777641,Above Normal
2005,National Steel,Salinity,PSU,8/26/2005,3.476561517,Above Normal
2005,National Steel,Salinity,PSU,8/27/2005,3.556402117,Above Normal
2005,Collinsville,Salinity,PSU,7/5/2005,0.296946885,Above Normal
2005,Collinsville,Salinity,PSU,8/17/2005,2.446407528,Above Normal
2005,Collinsville,Salinity,PSU,8/22/2005,2.058854127,Above Normal
2005,Collinsville,Salinity,PSU,9/8/2005,2.31440323,Above Normal
2005,Collinsville,Salinity,PSU,9/9/2005,2.300745829,Above Normal
2005,National Steel,Temperature,celsius,8/20/2005,20.56979167,Above Normal
2005,National Steel,Temperature,celsius,8/21/2005,20.5625,Above Normal
2005,National Steel,Temperature,celsius,8/22/2005,20.665625,Above Normal
2005,National Steel,Temperature,celsius,8/23/2005,20.90520833,Above Normal
2005,Collinsville,Temperature,celsius,8/2/2005,22.13333333,Above Normal
2005,Collinsville,Temperature,celsius,8/3/2005,22.22395833,Above Normal
2005,Collinsville,Temperature,celsius,8/4/2005,22.24583333,Above Normal
2005,Collinsville,Temperature,celsius,8/5/2005,22.30520833,Above Normal
2005,Collinsville,Temperature,celsius,8/6/2005,22.46354167,Above Normal
2005,Collinsville,Temperature,celsius,8/7/2005,22.625,Above Normal
2005,Collinsville,Temperature,celsius,8/8/2005,22.490625,Above Normal
2005,Collinsville,Temperature,celsius,8/9/2005,22.22291667,Above Normal
2005,Collinsville,Temperature,celsius,8/22/2005,20.58020833,Above Normal
2005,Collinsville,Temperature,celsius,8/23/2005,20.78125,Above Normal
2005,Collinsville,Temperature,celsius,8/24/2005,20.70208333,Above Normal
2005,Collinsville,Temperature,celsius,8/25/2005,20.58125,Above Normal
2005,Collinsville,Temperature,celsius,8/26/2005,20.74791667,Above Normal
2005,Collinsville,Temperature,celsius,8/27/2005,20.65520833,Above Normal
2005,National Steel,Salinity,PSU,7/1/2005,0.274998747,Above Normal
2005,National Steel,Salinity,PSU,7/2/2005,0.292688976,Above Normal
2005,National Steel,Salinity,PSU,7/3/2005,0.32573676,Above Normal
2005,National Steel,Salinity,PSU,7/4/2005,0.355626351,Above Normal
2005,National Steel,Salinity,PSU,7/5/2005,0.38625043,Above Normal
2005,National Steel,Salinity,PSU,7/6/2005,0.415173941,Above Normal
2005,National Steel,Salinity,PSU,8/19/2005,3.543235316,Above Normal
2005,National Steel,Salinity,PSU,8/20/2005,3.470825094,Above Normal
2005,National Steel,Salinity,PSU,8/28/2005,3.634934227,Above Normal
2005,Collinsville,Salinity,PSU,7/6/2005,0.322952116,Above Normal
2005,Collinsville,Salinity,PSU,7/7/2005,0.320335646,Above Normal
2005,Collinsville,Salinity,PSU,7/8/2005,0.302506592,Above Normal
2005,Collinsville,Salinity,PSU,7/14/2005,0.278980711,Above Normal
2005,Collinsville,Salinity,PSU,7/15/2005,0.388294731,Above Normal
2005,Collinsville,Salinity,PSU,7/16/2005,0.58823227,Above Normal
2005,Collinsville,Salinity,PSU,7/17/2005,0.842762389,Above Normal
2005,Collinsville,Salinity,PSU,7/18/2005,1.201083735,Above Normal
2005,Collinsville,Salinity,PSU,7/19/2005,1.340810732,Above Normal
2005,Collinsville,Salinity,PSU,7/20/2005,1.315447306,Above Normal
2005,Collinsville,Salinity,PSU,7/21/2005,1.276672513,Above Normal
2005,Collinsville,Salinity,PSU,7/22/2005,1.153871608,Above Normal
2005,Collinsville,Salinity,PSU,7/23/2005,0.971368122,Above Normal
2005,Collinsville,Salinity,PSU,7/24/2005,0.97266112,Above Normal
2005,Collinsville,Salinity,PSU,7/25/2005,0.954687743,Above Normal
2005,Collinsville,Salinity,PSU,7/26/2005,0.934184301,Above Normal
2005,Collinsville,Salinity,PSU,7/27/2005,0.977196405,Above Normal
2005,Collinsville,Salinity,PSU,7/28/2005,1.034725278,Above Normal
2005,Collinsville,Salinity,PSU,7/29/2005,1.150848538,Above Normal
2005,Collinsville,Salinity,PSU,7/30/2005,1.201845,Above Normal
2005,Collinsville,Salinity,PSU,7/31/2005,1.215659458,Above Normal
2005,Collinsville,Salinity,PSU,8/1/2005,1.251886575,Above Normal
2005,Collinsville,Salinity,PSU,8/2/2005,1.282317392,Above Normal
2005,Collinsville,Salinity,PSU,8/3/2005,1.358676185,Above Normal
2005,Collinsville,Salinity,PSU,8/4/2005,1.435853177,Above Normal
2005,Collinsville,Salinity,PSU,8/5/2005,1.422050895,Above Normal
2005,National Steel,Temperature,celsius,7/1/2005,21.89895833,Above Normal
2005,National Steel,Temperature,celsius,7/2/2005,21.96458333,Above Normal
2005,National Steel,Temperature,celsius,7/3/2005,21.928125,Above Normal
2005,National Steel,Temperature,celsius,7/4/2005,22.04375,Above Normal
2005,National Steel,Temperature,celsius,7/5/2005,22.02708333,Above Normal
2005,National Steel,Temperature,celsius,7/6/2005,22.021875,Above Normal
2005,National Steel,Temperature,celsius,7/7/2005,22.078125,Above Normal
2005,National Steel,Temperature,celsius,7/8/2005,21.88645833,Above Normal
2005,National Steel,Temperature,celsius,7/9/2005,21.76770833,Above Normal
2005,National Steel,Temperature,celsius,7/10/2005,21.74583333,Above Normal
2005,National Steel,Temperature,celsius,7/11/2005,22.221875,Above Normal
2005,National Steel,Temperature,celsius,7/12/2005,22.86458333,Above Normal
2005,National Steel,Temperature,celsius,7/13/2005,23.46875,Above Normal
2005,National Steel,Temperature,celsius,7/14/2005,23.7788038,Above Normal
2005,National Steel,Temperature,celsius,7/15/2005,23.87395833,Above Normal
2005,National Steel,Temperature,celsius,7/16/2005,23.759375,Above Normal
2005,National Steel,Temperature,celsius,7/17/2005,23.69895833,Above Normal
2005,National Steel,Temperature,celsius,7/18/2005,23.38854167,Above Normal
2005,National Steel,Temperature,celsius,7/19/2005,22.97291667,Above Normal
2005,National Steel,Temperature,celsius,7/20/2005,22.765625,Above Normal
2005,National Steel,Temperature,celsius,7/21/2005,22.36041667,Above Normal
2005,National Steel,Temperature,celsius,7/22/2005,22.059375,Above Normal
2005,National Steel,Temperature,celsius,7/23/2005,22.53645833,Above Normal
2005,National Steel,Temperature,celsius,7/24/2005,23.23541667,Above Normal
2005,National Steel,Temperature,celsius,7/25/2005,23.42083333,Above Normal
2005,National Steel,Temperature,celsius,7/26/2005,23.57291667,Above Normal
2005,National Steel,Temperature,celsius,7/27/2005,23.36145833,Above Normal
2005,National Steel,Temperature,celsius,7/28/2005,22.90625,Above Normal
2005,National Steel,Temperature,celsius,7/29/2005,22.4625,Above Normal
2005,National Steel,Temperature,celsius,7/30/2005,22.23645833,Above Normal
2005,National Steel,Temperature,celsius,7/31/2005,22.14166667,Above Normal
2005,National Steel,Temperature,celsius,8/1/2005,22.21041667,Above Normal
2005,National Steel,Temperature,celsius,8/2/2005,22.328125,Above Normal
2005,National Steel,Temperature,celsius,8/3/2005,22.41770833,Above Normal
2005,National Steel,Temperature,celsius,8/4/2005,22.44583333,Above Normal
2005,National Steel,Temperature,celsius,8/5/2005,22.58645833,Above Normal
2005,National Steel,Temperature,celsius,8/6/2005,22.76041667,Above Normal
2005,National Steel,Temperature,celsius,8/7/2005,22.97083333,Above Normal
2005,National Steel,Temperature,celsius,8/8/2005,22.68958333,Above Normal
2005,National Steel,Temperature,celsius,8/9/2005,22.315625,Above Normal
2005,National Steel,Temperature,celsius,8/10/2005,22.14583333,Above Normal
2005,National Steel,Temperature,celsius,8/11/2005,22.203125,Above Normal
2005,National Steel,Temperature,celsius,8/12/2005,22.43020833,Above Normal
2005,National Steel,Temperature,celsius,8/13/2005,21.93333333,Above Normal
2005,National Steel,Temperature,celsius,8/14/2005,21.26666667,Above Normal
2005,National Steel,Temperature,celsius,8/15/2005,20.75520833,Above Normal
2005,National Steel,Temperature,celsius,8/16/2005,20.91666667,Above Normal
2005,National Steel,Temperature,celsius,8/17/2005,21.03333333,Above Normal
2005,National Steel,Temperature,celsius,8/18/2005,20.87708333,Above Normal
2005,National Steel,Temperature,celsius,8/19/2005,20.67083333,Above Normal
2005,National Steel,Salinity,PSU,10/13/2005,4.2743165,Above Normal
2005,National Steel,Salinity,PSU,10/14/2005,4.513518196,Above Normal
2005,National Steel,Salinity,PSU,7/7/2005,0.442374449,Above Normal
2005,National Steel,Salinity,PSU,7/8/2005,0.456414042,Above Normal
2005,National Steel,Salinity,PSU,7/9/2005,0.470611931,Above Normal
2005,National Steel,Salinity,PSU,7/10/2005,0.47482817,Above Normal
2005,National Steel,Salinity,PSU,7/11/2005,0.484521371,Above Normal
2005,National Steel,Salinity,PSU,7/12/2005,0.492992868,Above Normal
2005,National Steel,Salinity,PSU,7/13/2005,0.490600612,Above Normal
2005,National Steel,Salinity,PSU,7/14/2005,0.493375322,Above Normal
2005,National Steel,Salinity,PSU,7/15/2005,0.520740149,Above Normal
2005,National Steel,Salinity,PSU,7/16/2005,0.751138255,Above Normal
2005,National Steel,Salinity,PSU,7/17/2005,1.00901034,Above Normal
2005,National Steel,Salinity,PSU,7/18/2005,1.308189229,Above Normal
2005,National Steel,Salinity,PSU,7/19/2005,1.528014526,Above Normal
2005,National Steel,Salinity,PSU,7/20/2005,1.863041482,Above Normal
2005,National Steel,Salinity,PSU,7/21/2005,2.056188597,Above Normal
2005,National Steel,Salinity,PSU,7/22/2005,1.969017244,Above Normal
2005,National Steel,Salinity,PSU,7/23/2005,1.860971573,Above Normal
2005,National Steel,Salinity,PSU,7/24/2005,1.75122453,Above Normal
2005,National Steel,Salinity,PSU,7/25/2005,1.668946606,Above Normal
2005,National Steel,Salinity,PSU,7/26/2005,1.664535952,Above Normal
2005,National Steel,Salinity,PSU,7/27/2005,1.685479742,Above Normal
2005,National Steel,Salinity,PSU,7/28/2005,1.739498803,Above Normal
2005,National Steel,Salinity,PSU,7/29/2005,1.844141103,Above Normal
2005,National Steel,Salinity,PSU,7/30/2005,1.968521099,Above Normal
2005,National Steel,Salinity,PSU,7/31/2005,2.081101293,Above Normal
2005,National Steel,Salinity,PSU,8/1/2005,2.169471509,Above Normal
2005,National Steel,Salinity,PSU,8/2/2005,2.234851289,Above Normal
2005,National Steel,Salinity,PSU,8/3/2005,2.314709452,Above Normal
2005,National Steel,Salinity,PSU,8/4/2005,2.4097224,Above Normal
2005,National Steel,Salinity,PSU,8/5/2005,2.433025534,Above Normal
2005,National Steel,Salinity,PSU,8/6/2005,2.448131666,Above Normal
2005,National Steel,Salinity,PSU,8/7/2005,2.444013734,Above Normal
2005,National Steel,Salinity,PSU,8/8/2005,2.464459413,Above Normal
2005,National Steel,Salinity,PSU,8/9/2005,2.519282734,Above Normal
2005,National Steel,Salinity,PSU,8/10/2005,2.547664893,Above Normal
2005,National Steel,Salinity,PSU,8/11/2005,2.539777945,Above Normal
2005,National Steel,Salinity,PSU,8/12/2005,2.527521888,Above Normal
2005,National Steel,Salinity,PSU,8/13/2005,2.6293877,Above Normal
2005,National Steel,Salinity,PSU,8/14/2005,2.895732967,Above Normal
2005,National Steel,Salinity,PSU,8/15/2005,3.322878284,Above Normal
2005,National Steel,Salinity,PSU,8/16/2005,3.436527297,Above Normal
2005,National Steel,Salinity,PSU,8/17/2005,3.647985123,Above Normal
2005,National Steel,Salinity,PSU,8/18/2005,3.682026946,Above Normal
2005,National Steel,Salinity,PSU,8/29/2005,3.74842476,Above Normal
2005,National Steel,Salinity,PSU,8/30/2005,3.747596888,Above Normal
2005,National Steel,Salinity,PSU,8/31/2005,3.769811861,Above Normal
2005,Collinsville,Salinity,PSU,7/9/2005,0.309270271,Above Normal
2005,Collinsville,Salinity,PSU,7/10/2005,0.295995221,Above Normal
2005,Collinsville,Salinity,PSU,7/11/2005,0.271968782,Above Normal
2005,Collinsville,Salinity,PSU,7/12/2005,0.219896031,Above Normal
2005,Collinsville,Salinity,PSU,7/13/2005,0.235666791,Above Normal
2005,National Steel,Salinity,PSU,9/6/2005,4.02312061,Above Normal
2005,National Steel,Salinity,PSU,9/7/2005,3.996400198,Above Normal
2005,National Steel,Salinity,PSU,9/8/2005,4.000672804,Above Normal
2005,National Steel,Salinity,PSU,9/9/2005,4.024732203,Above Normal
2005,National Steel,Salinity,PSU,9/10/2005,4.03529097,Above Normal
2005,National Steel,Salinity,PSU,9/11/2005,3.958136031,Above Normal
2005,National Steel,Salinity,PSU,9/12/2005,3.855075242,Above Normal
2005,National Steel,Salinity,PSU,9/13/2005,3.891979806,Above Normal
2005,National Steel,Salinity,PSU,9/14/2005,1.333015005,Above Normal
2005,National Steel,Salinity,PSU,9/15/2005,1.308630128,Above Normal
2005,National Steel,Salinity,PSU,9/16/2005,NA,Above Normal
2005,National Steel,Salinity,PSU,9/17/2005,NA,Above Normal
2005,National Steel,Salinity,PSU,9/18/2005,NA,Above Normal
2005,National Steel,Salinity,PSU,9/19/2005,NA,Above Normal
2005,National Steel,Salinity,PSU,9/20/2005,NA,Above Normal
2005,National Steel,Salinity,PSU,9/21/2005,NA,Above Normal
2005,National Steel,Salinity,PSU,9/22/2005,4.448062386,Above Normal
2005,National Steel,Salinity,PSU,9/23/2005,4.381411196,Above Normal
2005,National Steel,Salinity,PSU,9/24/2005,4.294438593,Above Normal
2005,National Steel,Salinity,PSU,9/25/2005,4.013408601,Above Normal
2005,National Steel,Salinity,PSU,9/26/2005,3.747651977,Above Normal
2005,National Steel,Salinity,PSU,9/27/2005,3.499981803,Above Normal
2005,National Steel,Salinity,PSU,9/28/2005,3.373276123,Above Normal
2005,Collinsville,Salinity,PSU,8/6/2005,1.454238843,Above Normal
2005,Collinsville,Salinity,PSU,8/7/2005,1.550554625,Above Normal
2005,Collinsville,Salinity,PSU,8/8/2005,1.721155256,Above Normal
2005,Collinsville,Salinity,PSU,8/9/2005,1.703486606,Above Normal
2005,Collinsville,Salinity,PSU,8/14/2005,2.198303738,Above Normal
2005,Collinsville,Salinity,PSU,8/15/2005,2.254122504,Above Normal
2005,National Steel,Salinity,PSU,10/12/2005,4.244097315,Above Normal
2005,National Steel,Salinity,PSU,10/15/2005,4.792673204,Above Normal
2005,National Steel,Salinity,PSU,9/1/2005,3.908608948,Above Normal
2005,National Steel,Salinity,PSU,9/2/2005,4.038981172,Above Normal
2005,National Steel,Salinity,PSU,9/3/2005,4.095467217,Above Normal
2005,National Steel,Salinity,PSU,9/29/2005,3.509900338,Above Normal
2005,National Steel,Temperature,celsius,8/24/2005,20.95208333,Above Normal
2005,National Steel,Temperature,celsius,8/25/2005,20.775,Above Normal
2005,National Steel,Temperature,celsius,8/26/2005,20.88125,Above Normal
2005,National Steel,Temperature,celsius,8/27/2005,20.84270833,Above Normal
2005,National Steel,Temperature,celsius,8/28/2005,20.821875,Above Normal
2005,Collinsville,Salinity,PSU,8/16/2005,2.038025023,Above Normal
2005,National Steel,Salinity,PSU,10/11/2005,4.271938674,Above Normal
2005,National Steel,Salinity,PSU,10/10/2005,4.456118061,Above Normal
2005,National Steel,Salinity,PSU,9/4/2005,4.096106132,Above Normal
2005,National Steel,Salinity,PSU,9/5/2005,4.054723025,Above Normal
2005,National Steel,Salinity,PSU,9/30/2005,3.752387979,Above Normal
2005,National Steel,Salinity,PSU,10/1/2005,4.097579428,Above Normal
2005,National Steel,Salinity,PSU,10/2/2005,4.115731752,Above Normal
2005,Collinsville,Salinity,PSU,8/10/2005,1.609274714,Above Normal
2005,Collinsville,Salinity,PSU,8/11/2005,1.465010016,Above Normal
2005,Collinsville,Salinity,PSU,8/12/2005,1.614713059,Above Normal
2005,Collinsville,Salinity,PSU,8/13/2005,1.998665107,Above Normal
2005,National Steel,Salinity,PSU,10/7/2005,4.572803722,Above Normal
2005,National Steel,Salinity,PSU,10/8/2005,4.735396671,Above Normal
2005,National Steel,Salinity,PSU,10/16/2005,5.10445022,Above Normal
2005,National Steel,Salinity,PSU,10/17/2005,5.596571832,Above Normal
2005,Collinsville,Salinity,PSU,8/25/2005,2.268944939,Above Normal
2005,Collinsville,Salinity,PSU,8/26/2005,1.974082631,Above Normal
2005,Collinsville,Salinity,PSU,8/27/2005,2.04206135,Above Normal
2005,Collinsville,Salinity,PSU,8/28/2005,2.177255331,Above Normal
2005,Collinsville,Salinity,PSU,8/29/2005,2.288686523,Above Normal
2005,Collinsville,Salinity,PSU,8/30/2005,1.869394765,Above Normal
2005,Collinsville,Salinity,PSU,8/31/2005,1.973801681,Above Normal
2005,National Steel,Salinity,PSU,10/9/2005,4.548094273,Above Normal
2005,National Steel,Salinity,PSU,10/19/2005,6.063702068,Above Normal
2005,Collinsville,Salinity,PSU,9/4/2005,2.385743137,Above Normal
2005,Collinsville,Salinity,PSU,9/5/2005,2.071284645,Above Normal
2005,National Steel,Salinity,PSU,10/3/2005,3.884719259,Above Normal
2005,National Steel,Salinity,PSU,10/4/2005,3.683643846,Above Normal
2005,Collinsville,Salinity,PSU,9/2/2005,2.817123548,Above Normal
2005,Collinsville,Salinity,PSU,9/1/2005,2.654103853,Above Normal
2005,National Steel,Salinity,PSU,10/31/2005,6.104406859,Above Normal
2005,Collinsville,Salinity,PSU,9/3/2005,2.615302927,Above Normal
2005,National Steel,Salinity,PSU,10/5/2005,3.954421774,Above Normal
2005,National Steel,Salinity,PSU,10/6/2005,4.335953327,Above Normal
2005,National Steel,Salinity,PSU,10/22/2005,6.096470249,Above Normal
2005,National Steel,Salinity,PSU,10/18/2005,5.954984549,Above Normal
2005,National Steel,Salinity,PSU,10/20/2005,6.057384644,Above Normal
2005,National Steel,Salinity,PSU,10/21/2005,6.112086843,Above Normal
2005,National Steel,Salinity,PSU,10/29/2005,5.845184288,Above Normal
2005,Collinsville,Salinity,PSU,9/6/2005,2.059460531,Above Normal
2005,National Steel,Salinity,PSU,10/30/2005,5.965931651,Above Normal
2005,Collinsville,Salinity,PSU,9/7/2005,2.097746951,Above Normal
2005,National Steel,Salinity,PSU,10/28/2005,5.772489796,Above Normal
2005,National Steel,Salinity,PSU,10/26/2005,5.585938558,Above Normal
2005,National Steel,Salinity,PSU,10/23/2005,6.003036725,Above Normal
2005,National Steel,Salinity,PSU,10/27/2005,5.677969431,Above Normal
2005,National Steel,Salinity,PSU,10/25/2005,5.557886297,Above Normal
2005,National Steel,Salinity,PSU,10/24/2005,5.753863505,Above Normal
2006,Collinsville,Temperature,celsius,7/1/2006,21.984375,Above Normal
2006,Collinsville,Temperature,celsius,7/3/2006,21.91145833,Above Normal
2006,Collinsville,Temperature,celsius,7/2/2006,21.978125,Above Normal
2006,Collinsville,Temperature,celsius,8/23/2006,20.32857859,Above Normal
2006,Collinsville,Temperature,celsius,7/4/2006,21.865625,Above Normal
2006,Collinsville,Temperature,celsius,8/10/2006,22.1375,Above Normal
2006,Collinsville,Temperature,celsius,8/7/2006,21.31666667,Above Normal
2006,Collinsville,Temperature,celsius,8/11/2006,22.25625,Above Normal
2006,Collinsville,Temperature,celsius,7/18/2006,23.83645833,Above Normal
2006,Collinsville,Temperature,celsius,8/21/2006,20.16875,Above Normal
2006,Collinsville,Temperature,celsius,8/20/2006,20.459375,Above Normal
2006,Collinsville,Temperature,celsius,7/17/2006,23.740625,Above Normal
2006,Collinsville,Temperature,celsius,7/19/2006,23.77708333,Above Normal
2006,Collinsville,Temperature,celsius,7/20/2006,23.65416667,Above Normal
2006,Collinsville,Temperature,celsius,8/22/2006,20.31666667,Above Normal
2006,Collinsville,Temperature,celsius,8/9/2006,21.68020833,Above Normal
2006,Collinsville,Temperature,celsius,10/31/2006,15.89583333,Above Normal
2006,Collinsville,Temperature,celsius,8/24/2006,20.43645833,Above Normal
2006,Collinsville,Temperature,celsius,7/16/2006,23.284375,Above Normal
2006,Collinsville,Temperature,celsius,7/5/2006,21.85520833,Above Normal
2006,Collinsville,Temperature,celsius,7/6/2006,21.64791667,Above Normal
2006,Collinsville,Temperature,celsius,8/8/2006,21.24479167,Above Normal
2006,Collinsville,Temperature,celsius,8/19/2006,20.72604167,Above Normal
2006,Collinsville,Temperature,celsius,7/11/2006,22.49583333,Above Normal
2006,Collinsville,Temperature,celsius,7/12/2006,22.2625,Above Normal
2006,Collinsville,Temperature,celsius,7/14/2006,22.93229167,Above Normal
2006,Collinsville,Temperature,celsius,7/15/2006,22.91875,Above Normal
2006,Collinsville,Temperature,celsius,7/30/2006,23.6375,Above Normal
2006,Collinsville,Temperature,celsius,7/21/2006,23.78125,Above Normal
2006,Collinsville,Temperature,celsius,8/4/2006,22.31875,Above Normal
2006,Collinsville,Temperature,celsius,7/13/2006,22.865625,Above Normal
2006,Collinsville,Temperature,celsius,7/29/2006,23.9875,Above Normal
2006,Collinsville,Temperature,celsius,8/3/2006,22.65104167,Above Normal
2006,Collinsville,Temperature,celsius,8/18/2006,20.91666667,Above Normal
2006,Collinsville,Temperature,celsius,8/25/2006,20.43541667,Above Normal
2006,Collinsville,Temperature,celsius,8/26/2006,20.415625,Above Normal
2006,Collinsville,Temperature,celsius,8/27/2006,20.36666667,Above Normal
2006,Collinsville,Temperature,celsius,8/28/2006,20.371875,Above Normal
2006,Collinsville,Temperature,celsius,7/23/2006,25.01666667,Above Normal
2006,Collinsville,Temperature,celsius,7/24/2006,25.38958333,Above Normal
2006,Collinsville,Temperature,celsius,7/25/2006,25.73229167,Above Normal
2006,Collinsville,Temperature,celsius,7/27/2006,25.20416667,Above Normal
2006,Collinsville,Temperature,celsius,7/31/2006,23.38125,Above Normal
2006,Collinsville,Temperature,celsius,8/1/2006,23.14375,Above Normal
2006,Collinsville,Temperature,celsius,8/2/2006,22.94895833,Above Normal
2006,Collinsville,Temperature,celsius,9/16/2006,19.78541667,Above Normal
2006,Collinsville,Temperature,celsius,7/7/2006,21.728125,Above Normal
2006,Collinsville,Temperature,celsius,7/22/2006,24.3625,Above Normal
2006,Collinsville,Temperature,celsius,7/26/2006,25.71145833,Above Normal
2006,Collinsville,Temperature,celsius,7/28/2006,24.4875,Above Normal
2006,Collinsville,Temperature,celsius,7/8/2006,22.10416667,Above Normal
2006,Collinsville,Temperature,celsius,7/9/2006,22.4375,Above Normal
2006,Collinsville,Temperature,celsius,7/10/2006,22.53958333,Above Normal
2006,Collinsville,Temperature,celsius,8/5/2006,21.91041667,Above Normal
2006,Collinsville,Temperature,celsius,8/6/2006,21.63541667,Above Normal
2006,Collinsville,Temperature,celsius,8/17/2006,21.02291667,Above Normal
2006,Collinsville,Temperature,celsius,9/13/2006,20.75625,Above Normal
2006,Collinsville,Temperature,celsius,9/14/2006,20.20152269,Above Normal
2006,Collinsville,Temperature,celsius,9/15/2006,19.85208333,Above Normal
2006,Collinsville,Temperature,celsius,9/18/2006,20.02708333,Above Normal
2006,Collinsville,Temperature,celsius,9/19/2006,20.10833333,Above Normal
2006,Collinsville,Temperature,celsius,9/20/2006,19.95833333,Above Normal
2006,Collinsville,Temperature,celsius,9/21/2006,20,Above Normal
2006,Collinsville,Temperature,celsius,9/22/2006,19.759375,Above Normal
2006,Collinsville,Temperature,celsius,9/23/2006,19.36875,Above Normal
2006,Collinsville,Temperature,celsius,9/24/2006,19.50520833,Above Normal
2006,Collinsville,Temperature,celsius,9/25/2006,19.65416667,Above Normal
2006,Collinsville,Temperature,celsius,9/28/2006,19.0625,Above Normal
2006,Collinsville,Temperature,celsius,9/29/2006,18.625,Above Normal
2006,Collinsville,Temperature,celsius,9/30/2006,18.21145833,Above Normal
2006,Collinsville,Temperature,celsius,10/1/2006,17.81041667,Above Normal
2006,Collinsville,Temperature,celsius,10/2/2006,17.721875,Above Normal
2006,Collinsville,Temperature,celsius,10/3/2006,17.64375,Above Normal
2006,Collinsville,Temperature,celsius,10/4/2006,17.59479167,Above Normal
2006,Collinsville,Temperature,celsius,10/5/2006,17.54270833,Above Normal
2006,Collinsville,Temperature,celsius,10/6/2006,17.47604167,Above Normal
2006,Collinsville,Temperature,celsius,10/7/2006,17.53020833,Above Normal
2006,Collinsville,Temperature,celsius,10/8/2006,17.70416667,Above Normal
2006,Collinsville,Temperature,celsius,10/9/2006,17.81041667,Above Normal
2006,Collinsville,Temperature,celsius,10/10/2006,17.75729167,Above Normal
2006,Collinsville,Temperature,celsius,10/11/2006,17.84270833,Above Normal
2006,Collinsville,Temperature,celsius,10/12/2006,17.92395833,Above Normal
2006,Collinsville,Temperature,celsius,10/13/2006,17.58645833,Above Normal
2006,Collinsville,Temperature,celsius,10/14/2006,17.45104167,Above Normal
2006,Collinsville,Temperature,celsius,10/15/2006,17.190625,Above Normal
2006,Collinsville,Temperature,celsius,10/16/2006,17.034375,Above Normal
2006,Collinsville,Temperature,celsius,10/17/2006,16.90208333,Above Normal
2006,Collinsville,Temperature,celsius,10/18/2006,16.85416667,Above Normal
2006,Collinsville,Temperature,celsius,10/19/2006,16.946875,Above Normal
2006,Collinsville,Temperature,celsius,10/20/2006,17.140625,Above Normal
2006,Collinsville,Temperature,celsius,10/21/2006,17.221875,Above Normal
2006,Collinsville,Temperature,celsius,10/22/2006,17.41041667,Above Normal
2006,Collinsville,Temperature,celsius,10/23/2006,17.525,Above Normal
2006,Collinsville,Temperature,celsius,10/24/2006,17.509375,Above Normal
2006,Collinsville,Temperature,celsius,10/25/2006,17.22291667,Above Normal
2006,Collinsville,Temperature,celsius,10/26/2006,16.84791667,Above Normal
2006,Collinsville,Temperature,celsius,10/27/2006,16.87291667,Above Normal
2006,Collinsville,Temperature,celsius,10/28/2006,16.9,Above Normal
2006,Collinsville,Temperature,celsius,10/29/2006,16.590625,Above Normal
2006,Collinsville,Temperature,celsius,10/30/2006,16.28541667,Above Normal
2006,Collinsville,Salinity,PSU,7/8/2006,0.221515604,Above Normal
2006,Collinsville,Salinity,PSU,7/9/2006,0.369365693,Above Normal
2006,Collinsville,Salinity,PSU,7/10/2006,0.532911284,Above Normal
2006,Collinsville,Salinity,PSU,7/11/2006,0.515895919,Above Normal
2006,Collinsville,Temperature,celsius,8/12/2006,22.15416667,Above Normal
2006,Collinsville,Temperature,celsius,8/29/2006,20.29375,Above Normal
2006,Collinsville,Temperature,celsius,8/30/2006,20.459375,Above Normal
2006,Collinsville,Temperature,celsius,8/31/2006,20.92649784,Above Normal
2006,Collinsville,Temperature,celsius,9/1/2006,20.696875,Above Normal
2006,Collinsville,Temperature,celsius,9/2/2006,20.409375,Above Normal
2006,Collinsville,Temperature,celsius,9/17/2006,19.834375,Above Normal
2006,Collinsville,Salinity,PSU,9/21/2006,0.734511644,Above Normal
2006,Collinsville,Salinity,PSU,9/22/2006,0.866275326,Above Normal
2006,Collinsville,Salinity,PSU,9/23/2006,0.731661235,Above Normal
